@relation data
@attribute V1 {'1','2','3','4'}
@attribute V2 numeric
@attribute V3 {'1','2','3','4','5'}
@attribute V4 {'1','2','3','4','5','6','7','8','9','10'}
@attribute V5 numeric
@attribute V6 {'1','2','3','4','5'}
@attribute V7 {'1','2','3','4','5'}
@attribute V8 numeric
@attribute V9 {'1','2','3','4'}
@attribute V10 {'1','2','3'}
@attribute V11 numeric
@attribute V12 {'1','2','3','4'}
@attribute V13 numeric
@attribute V14 {'1','2','3'}
@attribute V15 {'1','2','3'}
@attribute V16 numeric
@attribute V17 {'1','2','3','4'}
@attribute V18 numeric
@attribute V19 {'1','2'}
@attribute V20 {'1','2'}
@attribute Class {'1','2'}
@data
'2',-0.240736766567997,'3','4',-0.481184771973424,'4','2',0.0241348402948131,'4','1',0.140434435837208,'1',0.0399104438673406,'1','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'1',0.256824583555317,'3','7',0.265253912391405,'1','3',-0.869748133587141,'3','1',-0.765594182467357,'3',-0.751265756146027,'2','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'2',-0.240736766567997,'3','1',0.91922914321128,'2','3',-0.869748133587141,'3','1',-0.765594182467357,'3',-0.487540356141571,'3','2',1.02656524375288,'3',-0.428075368025374,'2','1','1'
'4',-0.738298116691311,'5','4',-0.711103474466435,'5','5',0.918017814176768,'3','1',1.04646305414177,'4',1.88598824389853,'3','1',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'3',-0.738298116691311,'3','7',-0.636707592303827,'1','2',0.918017814176768,'2','1',-1.67162280077192,'2',-0.223814956137115,'1','2',-0.704573447230056,'4',-0.428075368025374,'2','1','1'
'2',1.99828930898692,'5','8',0.522451105010706,'1','2',0.918017814176768,'3','1',-0.765594182467357,'2',-0.92708268948233,'3','2',1.02656524375288,'2',-0.428075368025374,'1','1','2'
'4',2.24706998404858,'5','2',1.00567007296212,'1','3',-1.7636311074691,'3','1',0.140434435837208,'4',-0.399631889473418,'1','3',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'3',-0.240736766567997,'3','8',-0.41493701023815,'1','3',0.918017814176768,'3','2',-0.765594182467357,'1',0.127818910535493,'2','2',-0.704573447230056,'3',-0.428075368025374,'1','1','2'
'3',-0.904151900065749,'3','9',-0.724919852582348,'1','3',-0.869748133587141,'3','1',-0.765594182467357,'3',0.127818910535493,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',-0.987078791752968,'3','8',-0.996641955528634,'1','3',0.918017814176768,'3','1',0.140434435837208,'1',-1.01499115615048,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',0.754385933678631,'3','8',-0.332393007648209,'3','5',0.918017814176768,'3','1',-0.765594182467357,'3',-0.487540356141571,'1','2',-0.704573447230056,'4',-0.428075368025374,'1','1','1'
'2',-0.738298116691311,'3','8',-0.748655681653275,'3','3',0.0241348402948131,'1','1',-1.67162280077192,'3',-0.839174222814179,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',-0.240736766567997,'4','10',1.03897108688252,'1','3',-0.869748133587141,'3','1',1.04646305414177,'1',0.743178177212556,'3','2',-0.704573447230056,'2',2.33370119988026,'2','1','1'
'1',0.754385933678631,'5','5',1.03294856308841,'2','4',-1.7636311074691,'4','1',1.04646305414177,'3',-1.01499115615048,'3','1',1.02656524375288,'3',-0.428075368025374,'1','1','1'
'1',2.24706998404858,'5','5',1.01736085444481,'1','5',0.918017814176768,'2','1',1.04646305414177,'4',1.97389671056668,'2','3',1.02656524375288,'2',-0.428075368025374,'1','1','2'
'4',-0.82122500837853,'5','1',-0.665403146852262,'1','2',0.918017814176768,'2','1',1.04646305414177,'3',-0.0479980228008113,'3','2',1.02656524375288,'4',-0.428075368025374,'1','1','1'
'4',1.25194728380195,'3','8',-0.344438055236441,'3','5',0.918017814176768,'3','1',1.04646305414177,'3',0.303635843871797,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'1',-1.23585946681463,'3','5',-0.679928057179247,'3','1',-1.7636311074691,'2','1',-0.765594182467357,'2',-1.10289962281863,'3','1',-0.704573447230056,'1',-0.428075368025374,'2','1','1'
'4',-0.82122500837853,'5','1',1.40173957895162,'1','3',-1.7636311074691,'3','1',1.04646305414177,'2',0.303635843871797,'3','2',1.02656524375288,'2',-0.428075368025374,'1','1','1'
'4',-0.738298116691311,'3','8',-0.424502195087628,'2','3',0.918017814176768,'2','2',-0.765594182467357,'1',-0.663357289477875,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'2',0.256824583555317,'4','7',-0.332393007648209,'5','2',0.918017814176768,'3','1',-0.765594182467357,'2',-0.575448822809723,'1','2',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'2',0.505605258616974,'4','5',0.954301487659366,'1','5',-1.7636311074691,'3','1',-0.765594182467357,'3',-0.487540356141571,'3','2',1.02656524375288,'4',-0.428075368025374,'2','1','1'
'4',-0.738298116691311,'3','8',-0.711812006677508,'1','3',0.0241348402948131,'3','1',-0.765594182467357,'3',-0.92708268948233,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',-0.240736766567997,'3','5',0.0378150726371479,'5','3',-0.869748133587141,'3','1',-1.67162280077192,'2',-0.399631889473418,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',1.25194728380195,'4','1',-0.370653747046121,'1','5',0.918017814176768,'3','1',1.04646305414177,'4',1.88598824389853,'1','3',1.02656524375288,'3',-0.428075368025374,'2','1','2'
'4',-1.23585946681463,'2','1',-0.88150547122936,'5','3',-1.7636311074691,'3','3',-0.765594182467357,'1',-0.839174222814179,'2','2',-0.704573447230056,'2',2.33370119988026,'1','1','1'
'2',-0.738298116691311,'3','8',1.13249733874409,'5','1',-0.869748133587141,'3','1',-1.67162280077192,'4',1.44644591055777,'3','2',-0.704573447230056,'4',-0.428075368025374,'2','1','2'
'4',1.25194728380195,'5','8',2.23001373369532,'1','3',-0.869748133587141,'2','1',-0.765594182467357,'3',-0.399631889473418,'2','2',1.02656524375288,'3',-0.428075368025374,'1','1','1'
'3',-0.240736766567997,'3','1',-0.464179998907685,'1','5',0.0241348402948131,'2','1',-0.765594182467357,'3',-1.10289962281863,'3','2',-0.704573447230056,'4',-0.428075368025374,'1','1','1'
'1',1.25194728380195,'5','7',1.04782773952093,'1','2',0.918017814176768,'2','2',1.04646305414177,'4',-1.10289962281863,'3','1',1.02656524375288,'2',-0.428075368025374,'2','1','2'
'2',-0.987078791752968,'3','4',-0.666111679063334,'1','3',-0.869748133587141,'4','1',-1.67162280077192,'1',-0.751265756146027,'1','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',-0.489517441629654,'5','8',-0.614388827655045,'5','5',0.918017814176768,'3','3',1.04646305414177,'1',1.27062897722147,'3','2',1.02656524375288,'3',-0.428075368025374,'2','1','1'
'2',1.25194728380195,'1','4',-0.467014127751975,'1','5',0.918017814176768,'3','1',1.04646305414177,'4',2.23762211057114,'3','3',-0.704573447230056,'4',-0.428075368025374,'2','1','2'
'2',2.24706998404858,'1','4',3.9499756760737,'1','3',-0.869748133587141,'3','1',-0.765594182467357,'3',-0.92708268948233,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','2'
'4',0.256824583555317,'3','8',-0.0319753501534888,'1','2',0.918017814176768,'2','1',1.04646305414177,'2',-0.839174222814179,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'4',0.505605258616974,'3','10',0.679745255868791,'5','5',0.918017814176768,'3','1',1.04646305414177,'2',1.09481204388516,'3','2',4.48884262571877,'3',2.33370119988026,'2','1','1'
'4',-0.738298116691311,'3','8',-0.389784116745078,'1','2',-0.869748133587141,'2','1',-0.765594182467357,'3',-0.575448822809723,'1','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'2',-0.738298116691311,'3','1',-0.802149863589245,'4','3',0.918017814176768,'4','1',-1.67162280077192,'1',-1.19080808948678,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',1.25194728380195,'3','2',-0.514485785893829,'1','3',0.918017814176768,'3','1',1.04646305414177,'4',0.127818910535493,'2','3',-0.704573447230056,'3',-0.428075368025374,'2','1','2'
'4',1.25194728380195,'3','8',-0.310782775210499,'5','3',0.918017814176768,'2','1',1.04646305414177,'3',-0.92708268948233,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',1.25194728380195,'3','5',1.72235040446191,'1','3',-1.7636311074691,'2','1',-0.765594182467357,'2',-0.487540356141571,'1','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',-1.15293257512741,'5','8',-0.90028157482278,'5','5',0.918017814176768,'3','1',-0.765594182467357,'2',0.91899511054886,'3','1',1.02656524375288,'2',-0.428075368025374,'2','1','1'
'1',-1.07000568344019,'5','6',-0.746530085020058,'1','5',0.0241348402948131,'3','1',1.04646305414177,'4',1.35853744388962,'1','3',1.02656524375288,'4',2.33370119988026,'2','1','1'
'2',1.74950863392526,'5','4',0.950404560498468,'1','4',-0.869748133587141,'2','1',-1.67162280077192,'1',0.4794527772081,'1','2',1.02656524375288,'2',-0.428075368025374,'1','1','1'
'1',1.25194728380195,'3','2',-0.458511741219105,'5','5',0.918017814176768,'3','1',1.04646305414177,'4',0.391544310539948,'3','2',-0.704573447230056,'4',-0.428075368025374,'2','1','2'
'1',-0.738298116691311,'5','5',-0.618285754815944,'1','5',0.918017814176768,'3','1',1.04646305414177,'4',2.6771644439119,'3','3',1.02656524375288,'4',-0.428075368025374,'1','1','1'
'1',1.74950863392526,'3','8',0.245769276586913,'1','2',0.918017814176768,'3','1',0.140434435837208,'3',-0.135906489468963,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','2'
'2',-0.82122500837853,'4','8',0.531307757649112,'1','4',-0.869748133587141,'3','1',1.04646305414177,'2',1.35853744388962,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',2.74463133417189,'1','5',2.18395913997561,'5','3',-0.869748133587141,'3','1',-0.765594182467357,'2',0.303635843871797,'3','2',-0.704573447230056,'2',2.33370119988026,'1','1','1'
'2',0.754385933678631,'3','7',0.198651884550595,'1','2',-0.869748133587141,'4','1',-1.67162280077192,'2',-1.19080808948678,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',0.256824583555317,'3','8',0.946507633337569,'5','2',-1.7636311074691,'2','1',-1.67162280077192,'3',0.743178177212556,'3','2',1.02656524375288,'3',-0.428075368025374,'2','1','2'
'4',-0.489517441629654,'3','8',-0.729171045848783,'3','5',0.918017814176768,'3','1',0.140434435837208,'2',1.00690357721701,'2','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'4',-0.240736766567997,'3','4',-0.603406578383422,'2','3',0.0241348402948131,'2','1',1.04646305414177,'2',-1.01499115615048,'3','1',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'1',0.256824583555317,'3','6',-0.537158816648148,'1','5',0.918017814176768,'2','3',1.04646305414177,'1',1.97389671056668,'3','2',-0.704573447230056,'2',-0.428075368025374,'2','1','1'
'1',-0.904151900065749,'3','8',-0.338769797547861,'1','5',0.0241348402948131,'3','1',1.04646305414177,'1',1.44644591055777,'3','2',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'4',-0.738298116691311,'5','4',-0.658672090847074,'1','3',0.918017814176768,'2','3',-0.765594182467357,'1',-0.575448822809723,'3','2',1.02656524375288,'4',-0.428075368025374,'2','1','1'
'2',-0.240736766567997,'5','7',-0.700121225194812,'1','2',0.918017814176768,'2','1',-1.67162280077192,'2',-0.751265756146027,'3','2',1.02656524375288,'3',-0.428075368025374,'1','1','1'
'2',1.25194728380195,'3','2',3.30910829115866,'2','3',-1.7636311074691,'3','1',1.04646305414177,'4',1.00690357721701,'3','3',-0.704573447230056,'3',2.33370119988026,'2','1','2'
'1',-0.240736766567997,'3','1',-0.362151360513252,'2','4',0.918017814176768,'3','1',0.140434435837208,'3',-0.487540356141571,'3','2',-0.704573447230056,'4',2.33370119988026,'2','1','1'
'1',-0.738298116691311,'1','10',-0.766368986930086,'1','4',0.918017814176768,'3','1',0.140434435837208,'1',-0.663357289477875,'3','2',1.02656524375288,'3',-0.428075368025374,'1','1','2'
'4',-0.738298116691311,'5','8',-0.939959378642837,'1','5',0.918017814176768,'3','1',1.04646305414177,'1',1.79807977723038,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'1',-0.738298116691311,'5','5',-0.659734889163682,'1','5',0.918017814176768,'3','1',0.140434435837208,'1',1.62226284389407,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',-0.738298116691311,'5','8',-0.876545745751853,'5','5',0.918017814176768,'2','1',0.140434435837208,'2',-0.223814956137115,'1','2',-0.704573447230056,'2',2.33370119988026,'1','1','2'
'3',0.256824583555317,'5','7',0.122484671860306,'5','5',0.918017814176768,'3','2',1.04646305414177,'4',-1.36662502282309,'3','1',1.02656524375288,'3',-0.428075368025374,'1','1','1'
'2',-0.738298116691311,'3','1',-0.691973104767479,'4','5',0.918017814176768,'3','1',1.04646305414177,'1',1.62226284389407,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',2.74463133417189,'1','4',4.48987722091091,'1','2',0.0241348402948131,'3','1',1.04646305414177,'4',1.97389671056668,'3','1',-0.704573447230056,'3',-0.428075368025374,'2','1','2'
'4',-0.738298116691311,'5','2',-0.446112427525338,'5','4',0.918017814176768,'2','1',-0.765594182467357,'3',2.23762211057114,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'2',-0.240736766567997,'3','4',-0.230010103148239,'2','3',0.918017814176768,'3','1',1.04646305414177,'3',-0.135906489468963,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'2',1.25194728380195,'5','8',-0.330975943226064,'1','5',0.918017814176768,'3','1',1.04646305414177,'1',0.0399104438673406,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'2',-0.0748829831935589,'4','5',1.34116007490493,'5','4',0.0241348402948131,'3','1',1.04646305414177,'2',0.0399104438673406,'1','1',1.02656524375288,'4',2.33370119988026,'2','1','1'
'4',0.256824583555317,'3','1',-0.638478922831509,'2','5',0.918017814176768,'4','1',1.04646305414177,'1',0.4794527772081,'3','1',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'2',1.25194728380195,'3','8',-0.335935668703571,'1','4',0.918017814176768,'3','1',1.04646305414177,'3',-1.01499115615048,'3','1',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',-1.23585946681463,'4','8',-0.828719821504462,'1','3',0.0241348402948131,'2','1',-0.765594182467357,'1',-1.01499115615048,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'2',-0.987078791752968,'5','7',-0.479059175340207,'1','4',0.918017814176768,'3','1',0.140434435837208,'3',-0.0479980228008113,'3','1',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'4',-0.738298116691311,'3','5',-0.292715203828151,'5','2',-0.869748133587141,'4','1',1.04646305414177,'3',-0.839174222814179,'3','1',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',0.256824583555317,'5','6',3.07033293602725,'1','3',-0.869748133587141,'3','2',0.140434435837208,'3',0.303635843871797,'3','2',1.02656524375288,'4',2.33370119988026,'2','1','2'
'4',-0.240736766567997,'2','1',1.12895467768873,'1','5',-0.869748133587141,'3','1',1.04646305414177,'4',0.303635843871797,'1','2',1.02656524375288,'4',2.33370119988026,'2','1','2'
'2',-0.738298116691311,'3','1',0.99433355758496,'1','4',-0.869748133587141,'3','1',-0.765594182467357,'3',-0.311723422805266,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'1',0.256824583555317,'3','7',1.57639276898098,'5','2',-1.7636311074691,'2','1',-0.765594182467357,'2',-0.487540356141571,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','2','1'
'2',-0.572444333316873,'3','4',-0.659380623058146,'3','5',-1.7636311074691,'4','1',-0.765594182467357,'1',-0.0479980228008113,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',-1.23585946681463,'4','4',-0.645564244942233,'2','5',-1.7636311074691,'1','1',-0.765594182467357,'3',-0.399631889473418,'1','2',1.02656524375288,'3',2.33370119988026,'1','1','1'
'3',-0.489517441629654,'3','2',-1.02002351849402,'1','2',0.918017814176768,'2','1',1.04646305414177,'2',-1.10289962281863,'3','1',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'2',-0.240736766567997,'3','1',1.05880998879255,'1','4',0.0241348402948131,'3','1',0.140434435837208,'1',-0.663357289477875,'3','1',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'4',1.25194728380195,'5','1',1.62386442712283,'1','3',0.918017814176768,'2','1',-0.765594182467357,'1',-0.92708268948233,'2','2',1.02656524375288,'3',-0.428075368025374,'2','1','2'
'1',-0.738298116691311,'3','8',-0.563728774563365,'3','5',0.0241348402948131,'4','1',-1.67162280077192,'1',-0.0479980228008113,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'4',2.24706998404858,'5','8',0.108668293744393,'5','5',0.918017814176768,'3','1',-1.67162280077192,'1',1.00690357721701,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'1',1.74950863392526,'3','8',1.38260920925266,'5','4',0.918017814176768,'2','1',0.140434435837208,'3',-0.487540356141571,'3','2',-0.704573447230056,'4',-0.428075368025374,'2','1','2'
'1',-0.904151900065749,'5','7',-0.40360049486099,'5','2',-0.869748133587141,'2','2',0.140434435837208,'1',-0.751265756146027,'3','1',1.02656524375288,'3',-0.428075368025374,'1','2','1'
'1',1.00316660874029,'5','7',0.357717365936361,'3','3',-1.7636311074691,'2','1',1.04646305414177,'3',-1.10289962281863,'3','2',1.02656524375288,'3',-0.428075368025374,'1','1','2'
'2',-0.738298116691311,'5','1',-0.320702226165513,'3','4',0.0241348402948131,'1','1',0.140434435837208,'3',0.0399104438673406,'3','2',-0.704573447230056,'4',-0.428075368025374,'2','1','1'
'1',0.00804390849366008,'3','8',-0.50881752820525,'1','3',0.0241348402948131,'2','1',-0.765594182467357,'1',-0.92708268948233,'3','2',1.02656524375288,'3',-0.428075368025374,'2','1','2'
'4',0.256824583555317,'5','5',0.211405464349899,'1','5',0.918017814176768,'2','1',-0.765594182467357,'3',0.4794527772081,'3','1',1.02656524375288,'4',-0.428075368025374,'2','1','1'
'4',-0.738298116691311,'3','7',-0.532553357276177,'1','3',0.0241348402948131,'3','1',-0.765594182467357,'1',-1.01499115615048,'3','1',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'3',-0.904151900065749,'5','1',-0.882214003440433,'1','5',0.918017814176768,'3','1',1.04646305414177,'4',2.41343904390744,'3','3',1.02656524375288,'3',-0.428075368025374,'2','1','1'
'2',-0.240736766567997,'3','7',-0.477287844812526,'5','2',0.918017814176768,'2','1',0.140434435837208,'1',-0.751265756146027,'3','1',-0.704573447230056,'3',-0.428075368025374,'1','1','2'
'1',-0.738298116691311,'5','1',-0.407497422021889,'1','3',0.918017814176768,'3','1',-0.765594182467357,'2',-0.487540356141571,'3','2',1.02656524375288,'3',-0.428075368025374,'1','1','1'
'1',-0.738298116691311,'3','8',-0.910555291883331,'1','3',0.918017814176768,'4','1',-0.765594182467357,'1',0.391544310539948,'3','2',-0.704573447230056,'2',-0.428075368025374,'1','1','1'
'2',-0.738298116691311,'3','10',-0.932519790426577,'1','3',0.918017814176768,'3','1',-0.765594182467357,'3',-0.487540356141571,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','2'
'2',-0.738298116691311,'5','5',-0.499960875566844,'1','1',0.918017814176768,'3','1',-0.765594182467357,'3',-0.135906489468963,'3','2',1.02656524375288,'4',-0.428075368025374,'2','1','1'
'1',-0.738298116691311,'5','1',0.0806812714070313,'1','3',0.0241348402948131,'2','2',-0.765594182467357,'1',-0.575448822809723,'3','2',1.02656524375288,'3',-0.428075368025374,'1','1','2'
'2',2.24706998404858,'3','1',1.84776060582173,'5','4',-1.7636311074691,'2','1',-0.765594182467357,'3',-1.01499115615048,'3','2',-0.704573447230056,'3',-0.428075368025374,'1','1','1'
'1',1.25194728380195,'4','2',1.28093483696377,'1','3',0.918017814176768,'3','1',0.140434435837208,'2',-0.575448822809723,'2','2',-0.704573447230056,'3',-0.428075368025374,'2','1','2'
'4',-0.489517441629654,'3','7',-0.199543218072124,'1','2',-0.869748133587141,'3','1',0.140434435837208,'2',-0.751265756146027,'1','2',1.02656524375288,'2',-0.428075368025374,'1','1','1'
'4',-0.240736766567997,'3','7',-0.456031878480352,'1','3',0.918017814176768,'3','1',1.04646305414177,'4',1.00690357721701,'1','3',1.02656524375288,'3',-0.428075368025374,'1','1','1'
'4',3.24219268429521,'3','8',2.43477954269526,'2','4',-0.869748133587141,'2','1',1.04646305414177,'1',-1.27871655615494,'3','2',-0.704573447230056,'3',-0.428075368025374,'2','1','1'
'4',-0.738298116691311,'5','8',-0.719605860999304,'5','5',0.918017814176768,'2','1',-0.765594182467357,'1',0.215727377203645,'3','2',1.02656524375288,'3',-0.428075368025374,'2','1','1'
