@relation data
@attribute V1 {'1','2'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 {'1','2','3'}
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 {'1','2'}
@attribute V9 {'1','2'}
@attribute V10 numeric
@attribute V11 {'1','2'}
@attribute V12 {'1','2','3'}
@attribute V13 numeric
@attribute V14 numeric
@attribute Class {'1','2'}
@data
'2',-0.250415277859655,-0.34938986457326,'2',0.441873263480225,1.6600008539736,1.20443327548351,'2','2',1.76847749293027,'2','2',0.615624735568078,-0.140762200630232,'2'
'2',1.0200408900855,-0.346131591046969,'2',-0.101123266887282,-0.347712711743813,9.67045911065346,'1','2',-0.287891684895625,'2','2',0.975756366739997,-0.173774986224134,'1'
'2',3.07850151662956,-0.380669290425652,'1',-1.7301128579898,-1.85349788603187,-0.323774451869294,'1','2',-0.0822547671130358,'1','2',-1.06886192636509,-0.127902569032607,'1'
'2',-1.71899828110968,-0.346131591046969,'2',-0.372621532071036,-0.347712711743813,-0.32449496470633,'2','1',-0.493528602678215,'2','1',-0.952690432438663,-0.195271683820164,'2'
'2',0.810978482702124,4.14702760170802,'2',0.441873263480225,-0.347712711743813,5.88776671621583,'2','2',0.740292904017322,'2','2',-0.6622616976226,-0.195271683820164,'2'
'1',1.33652921141665,-0.384253391304571,'2',0.170374998296471,-0.347712711743813,5.34738208843902,'2','2',0.740292904017322,'2','2',-1.06886192636509,0.046566164135167,'2'
'1',1.31530133620542,-0.385882528067717,'2',1.79936458939899,-0.347712711743813,9.67045911065346,'2','2',-0.0822547671130358,'2','2',1.94578834102565,0.131785215319426,'2'
'2',-0.2446258573475,-0.386860010125604,'2',1.52786632421524,-0.347712711743813,-0.265412912069399,'2','1',-0.493528602678215,'1','2',-1.06886192636509,-0.195271683820164,'2'
'2',-0.282578725149406,-0.381972599836168,'1',-0.372621532071036,-0.347712711743813,-0.287748810017507,'1','1',-0.493528602678215,'2','2',-0.371832962806536,-0.182412052222539,'1'
'2',-0.0143355747528838,-0.0203042384178914,'2',1.79936458939899,1.6600008539736,-0.236592398587969,'2','1',-0.493528602678215,'1','2',-1.06886192636509,0.821598886392012,'2'
'2',2.33874222896529,-0.369265333083634,'2',0.170374998296471,-0.347712711743813,0.0948435064484712,'2','2',0.123382150669554,'2','2',-0.0233184810272604,-0.195271683820164,'1'
'2',-0.207316258491389,-0.251641658784537,'1',0.170374998296471,-0.347712711743813,-0.323774451869294,'1','2',-0.0822547671130358,'1','2',-0.325364365235966,-0.194120075020376,'1'
'1',-0.400296942229895,-0.0528869736807992,'2',0.984869793847733,-0.347712711743813,-0.275500091787899,'2','2',-0.0822547671130358,'2','2',-0.784241766245346,-0.195271683820164,'2'
'1',-1.57747911303478,-0.329840223415515,'1',0.170374998296471,-0.347712711743813,-0.20777188510654,'1','1',-0.493528602678215,'1','2',-0.302130066450681,-0.195271683820164,'1'
'2',-0.694914119404013,-0.385556700715088,'2',0.170374998296471,-0.347712711743813,-0.323774451869294,'1','1',-0.493528602678215,'1','2',-1.06886192636509,-0.195271683820164,'2'
'1',-1.54531566574503,-0.386208355420346,'1',0.713371528663979,1.6600008539736,-0.325215477543365,'1','1',-0.493528602678215,'1','2',0.418133195893155,-0.192008792220766,'1'
'1',1.66330983588052,-0.381972599836168,'2',0.170374998296471,-0.347712711743813,-0.287028297180471,'2','2',2.38538824627804,'1','2',-1.06886192636509,0.226984876101842,'2'
'2',0.344608497000736,-0.375456052783586,'2',-0.915618062438543,-0.347712711743813,-0.323053939032258,'1','1',-0.493528602678215,'2','2',0.278727403181445,-0.195271683820164,'1'
'2',-0.379069067018659,0.957177819469342,'1',-1.1871163276223,1.6600008539736,-0.323774451869294,'1','1',-0.493528602678215,'1','2',-0.255661468880111,-0.176078203823709,'1'
'2',0.0770086155500087,-0.346131591046969,'1',-0.915618062438543,-0.347712711743813,-0.265412912069399,'1','1',-0.493528602678215,'1','2',0.185790208040305,0.207791396105388,'1'
'2',-1.72285789478445,-0.329840223415515,'1',0.170374998296471,-0.347712711743813,1.35574097126102,'1','1',-0.493528602678215,'2','2',-0.418301560377107,-0.194120075020376,'1'
'2',0.0390557477481027,-0.280966120521154,'1',0.984869793847733,1.6600008539736,3.3371512731093,'1','2',-0.0822547671130358,'2','2',1.07450213657746,-0.195079749020199,'1'
'2',0.0551374713929781,-0.381972599836168,'2',0.441873263480225,-0.347712711743813,-0.325215477543365,'2','2',1.76847749293027,'2','2',1.45205949183834,-0.188553965821405,'2'
'2',-1.70934924692276,-0.365681232204714,'2',-0.372621532071036,0.154215679685541,-0.301438553921186,'2','2',-0.287891684895625,'1','2',-1.06886192636509,-0.0993042838378896,'2'
'1',0.666242969898245,-0.378714326309877,'2',-1.1871163276223,1.6600008539736,-0.311525733639686,'1','1',-0.493528602678215,'1','2',0.44136749467844,-0.148055723028885,'1'
'2',-1.46169070279167,1.21458142804631,'1',0.441873263480225,-0.347712711743813,1.95376662600068,'2','1',-0.493528602678215,'2','2',-0.766816042156382,0.0814982977287147,'2'
'2',1.91547126263217,0.0122784968450163,'2',-0.101123266887282,-0.347712711743813,-0.236592398587969,'2','2',0.329019068452143,'2','2',0.0928530128991648,-0.195271683820164,'2'
'2',1.04191203424253,-0.385230873362459,'2',-1.1871163276223,0.154215679685541,-0.164541114884395,'1','1',-0.493528602678215,'2','2',-0.24985289418379,-0.195271683820164,'1'
'1',-0.207316258491389,-0.36372626808894,'2',0.441873263480225,-0.347712711743813,-0.308643682291543,'1','2',-0.287891684895625,'2','2',0.325196000752015,-0.194503944620306,'1'
'2',-1.61607524978248,-0.386208355420346,'2',-1.1871163276223,-0.347712711743813,-0.315848810661901,'2','2',-0.0822547671130358,'1','2',-0.371832962806536,-0.137691243830799,'2'
'1',0.891387100926501,-0.375456052783586,'2',-1.1871163276223,0.154215679685541,-0.323053939032258,'1','1',-0.493528602678215,'1','1',5.66908472136758,-0.195271683820164,'1'
'1',-1.57747911303478,-0.385230873362459,'2',0.984869793847733,1.6600008539736,-0.315848810661901,'2','1',-0.493528602678215,'1','2',0.557538988604866,-0.037117408649376,'2'
'2',-1.70806270903117,-0.0678750319017368,'2',1.79936458939899,1.6600008539736,0.246871715063013,'2','2',1.1515667395825,'1','2',-1.06886192636509,-0.195271683820164,'2'
'1',-1.60964256032453,-0.333098496941806,'2',0.984869793847733,-0.347712711743813,-0.323774451869294,'1','1',-0.493528602678215,'2','2',1.13839645823699,-0.195271683820164,'1'
'2',-1.59677718140863,-0.34938986457326,'2',-1.1871163276223,-0.347712711743813,-0.323053939032258,'2','1',-0.493528602678215,'2','2',-0.488004456732962,-0.182220117422574,'1'
'2',0.275135450854874,0.536860534577832,'2',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','2',0.534655986234733,'1','2',-0.0465527798125455,-0.16724920302534,'1'
'2',0.0178278725368671,0.129576343791484,'2',1.52786632421524,1.6600008539736,0.995484552743146,'2','2',1.97411441071286,'2','2',2.31753712159021,-0.0584221714454408,'2'
'2',1.40085610599615,8.19380332136116,'1',-1.7301128579898,-1.85349788603187,-0.326656503217437,'2','1',-0.493528602678215,'2','2',-1.06886192636509,-0.195271683820164,'1'
'1',0.221744128353887,0.061152599739378,'2',0.441873263480225,1.6600008539736,-0.323774451869294,'1','2',0.123382150669554,'1','2',-1.06886192636509,-0.188937835421334,'1'
'2',0.157417233774386,-0.346131591046969,'2',0.441873263480225,-0.347712711743813,-0.200566756736182,'1','1',-0.493528602678215,'1','2',0.0928530128991648,-0.195271683820164,'1'
'2',0.0821547671163689,-0.222643024400549,'1',0.170374998296471,0.154215679685541,-0.315848810661901,'2','2',1.1515667395825,'2','2',-0.232427170094826,-0.193928140220412,'2'
'2',0.85407750207039,-0.316807129310352,'2',0.713371528663979,2.16192924540295,-0.312246246476722,'2','2',1.76847749293027,'1','2',-1.06886192636509,0.0350500761372941,'2'
'2',-1.50028683953937,-0.248383385258246,'2',0.984869793847733,-0.347712711743813,-0.301438553921186,'1','1',-0.493528602678215,'1','2',1.56823098576477,-0.185674943821936,'1'
'2',-0.0895980414109007,-0.277707846994863,'2',-0.915618062438543,1.6600008539736,-0.301438553921186,'1','1',-0.493528602678215,'2','2',0.906053470384141,-0.195271683820164,'1'
'2',0.183791260551981,-0.375456052783586,'2',0.170374998296471,-0.347712711743813,-0.20777188510654,'1','1',-0.493528602678215,'1','2',0.185790208040305,-0.195271683820164,'1'
'2',-0.250415277859655,-0.386860010125604,'2',-0.915618062438543,-0.347712711743813,-0.325935990380401,'1','2',1.76847749293027,'1','1',-1.06886192636509,-0.195271683820164,'1'
'1',0.334316193868016,-0.339289216641759,'2',0.441873263480225,-0.347712711743813,0.455099924966342,'2','2',2.79666208184322,'1','2',-0.371832962806536,0.203760765306132,'2'
'2',-0.115972068188497,-0.375456052783586,'2',1.52786632421524,-0.347712711743813,0.123664019929901,'2','2',0.945929821799912,'1','2',-1.06886192636509,1.15959606912958,'2'
'1',0.527296877606521,-0.2646747528897,'2',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','2',0.740292904017322,'1','2',-1.06886192636509,-0.156884723827254,'1'
'1',-0.539886303467413,-0.383601736599313,'2',-1.45861459280605,-0.347712711743813,-0.0276436758476047,'1','1',-0.493528602678215,'1','2',-0.604175950659387,-0.187210422221653,'1'
'2',0.832849626859154,-0.385230873362459,'2',-1.1871163276223,0.154215679685541,-0.311525733639686,'1','1',-0.493528602678215,'1','2',2.12585415661161,-0.195271683820164,'1'
'2',-0.228544133702625,-0.386534182772975,'2',0.170374998296471,-0.347712711743813,-0.323053939032258,'1','1',-0.493528602678215,'2','1',0.557538988604866,-0.195271683820164,'1'
'2',0.68232469354312,-0.386860010125604,'2',0.170374998296471,-0.347712711743813,-0.326656503217437,'1','1',-0.493528602678215,'1','3',-8.41822419753798e-05,-0.195271683820164,'2'
'1',-0.142989363911887,4.06557076355075,'2',0.984869793847733,1.6600008539736,-0.315848810661901,'1','1',-0.493528602678215,'1','2',0.557538988604866,-0.195079749020199,'1'
'1',-1.70484636430219,-0.382624254541426,'2',-1.1871163276223,0.154215679685541,3.39479230007216,'2','2',1.35720365736509,'2','2',-1.06886192636509,-0.195271683820164,'2'
'2',0.462969983027019,-0.215800649995338,'2',0.441873263480225,-0.347712711743813,-0.265412912069399,'1','1',-0.493528602678215,'2','2',0.615624735568078,-0.194120075020376,'2'
'2',-0.308952751927002,-0.196251008837594,'1',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','1',-0.493528602678215,'1','2',-0.488004456732962,-0.195271683820164,'1'
'2',0.049991319826618,-0.344828281636453,'2',-0.915618062438543,1.6600008539736,-0.308643682291543,'1','1',-0.493528602678215,'2','1',-0.255661468880111,-0.195271683820164,'1'
'2',1.01489473851914,0.944144725364179,'2',-0.372621532071036,-0.347712711743813,-0.323774451869294,'1','1',-0.493528602678215,'1','2',-0.441535859162392,-0.176078203823709,'1'
'2',0.109172062839759,-0.339615043994388,'2',-1.45861459280605,-0.347712711743813,-0.236592398587969,'1','1',-0.493528602678215,'1','2',-1.06886192636509,-0.140378331030303,'1'
'2',0.596769923752383,-0.385230873362459,'2',0.170374998296471,0.154215679685541,-0.308643682291543,'2','2',0.740292904017322,'1','2',-1.06886192636509,-0.124831612233175,'2'
'1',-0.566260330245009,-0.383601736599313,'1',0.984869793847733,1.6600008539736,-0.20777188510654,'1','1',-0.493528602678215,'1','2',0.906053470384141,-0.195271683820164,'1'
'2',-0.368133494940144,-0.381972599836168,'2',0.441873263480225,-0.347712711743813,-0.315848810661901,'1','1',-0.493528602678215,'1','2',-0.197575721916899,-0.193736205420447,'2'
'1',0.768522732279653,0.155642532001811,'2',-0.372621532071036,-0.347712711743813,-0.308643682291543,'1','1',-0.493528602678215,'1','2',-1.06886192636509,-0.12041711183399,'1'
'2',0.312445049710985,-0.385556700715088,'1',-0.101123266887282,-0.347712711743813,-0.323774451869294,'1','1',-0.493528602678215,'1','2',-1.06886192636509,-0.195271683820164,'1'
'1',-0.620294921691791,-0.355906411625842,'2',-0.372621532071036,-0.347712711743813,-0.200566756736182,'1','2',1.56284057514768,'2','2',-1.06886192636509,-0.193352335820518,'1'
'1',-0.42152481744113,-0.114794170680324,'2',0.984869793847733,-0.347712711743813,0.815356343484212,'2','2',-0.287891684895625,'1','2',-1.06886192636509,-0.195271683820164,'2'
'1',0.778815035412373,-0.385556700715088,'2',0.170374998296471,-0.347712711743813,-0.32449496470633,'1','1',-0.493528602678215,'1','2',1.71925392786912,-0.195271683820164,'1'
'2',0.752441008634777,-0.380017635720393,'2',-0.915618062438543,-0.347712711743813,-0.265412912069399,'2','1',-0.493528602678215,'2','2',0.557538988604866,-0.195271683820164,'2'
'2',0.0448451682602578,0.061152599739378,'2',0.441873263480225,-0.347712711743813,0.0876383780781138,'2','1',-0.493528602678215,'2','2',1.75991395074337,-0.0993042838378896,'2'
'2',0.049991319826618,-0.196251008837594,'1',1.52786632421524,-0.347712711743813,-0.308643682291543,'2','2',-0.0822547671130358,'1','2',0.44136749467844,-0.0993042838378896,'2'
'2',-1.72285789478445,-0.386860010125604,'1',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','2',0.329019068452143,'1','2',-0.807476065030631,-0.195079749020199,'1'
'1',-1.71899828110968,-0.101761076575161,'2',1.79936458939899,1.6600008539736,-0.25172316816572,'2','1',-0.493528602678215,'2','2',-0.139489974953686,0.929466243972088,'2'
'2',0.0448451682602578,-0.386208355420346,'2',1.79936458939899,1.6600008539736,-0.325935990380401,'2','2',0.329019068452143,'1','2',-0.255661468880111,1.25268444711239,'2'
'2',-0.303806600360642,-0.383927563951942,'2',-0.372621532071036,-0.347712711743813,-0.265412912069399,'1','1',-0.493528602678215,'1','2',-1.06886192636509,-0.195271683820164,'1'
'1',1.47032915214202,4.03950457534042,'2',-0.915618062438543,1.6600008539736,-0.265412912069399,'2','1',-0.493528602678215,'2','2',-1.06886192636509,-0.195271683820164,'2'
'2',0.344608497000736,-0.378714326309877,'2',0.170374998296471,-0.347712711743813,-0.236592398587969,'1','1',-0.493528602678215,'2','2',0.557538988604866,-0.195271683820164,'1'
'2',0.725423712911386,2.91214193524381,'1',-0.915618062438543,-0.347712711743813,-0.236592398587969,'1','1',-0.493528602678215,'1','2',-0.139489974953686,-0.195271683820164,'1'
'2',1.30951191569326,-0.365681232204714,'2',0.170374998296471,-0.347712711743813,-0.325935990380401,'1','1',-0.493528602678215,'2','2',-1.06886192636509,-0.151510549428247,'1'
'2',0.0551374713929781,-0.385556700715088,'1',-1.1871163276223,1.6600008539736,0.0876383780781138,'2','2',-0.0822547671130358,'2','2',-0.633218824140993,-0.195271683820164,'1'
'1',0.564606476462632,-0.0887279824699978,'2',-0.372621532071036,-0.347712711743813,-0.272618040439756,'2','2',0.329019068452143,'1','2',-1.06886192636509,0.108561104523716,'2'
'2',0.425017115225113,-0.378714326309877,'2',-1.1871163276223,0.154215679685541,-0.323774451869294,'1','1',-0.493528602678215,'2','1',1.37073944608984,-0.195271683820164,'1'
'2',0.457180562514864,-0.384253391304571,'1',-0.101123266887282,0.154215679685541,-0.323774451869294,'2','2',-0.287891684895625,'2','2',0.557538988604866,0.188597916108933,'2'
'1',-0.400296942229895,2.98056567929592,'2',1.52786632421524,1.6600008539736,-0.0852847028104638,'2','2',-0.287891684895625,'2','2',-0.604175950659387,-0.185674943821936,'2'
'2',0.398643088447517,-0.386534182772975,'2',1.79936458939899,-0.347712711743813,-0.272618040439756,'2','2',0.945929821799912,'2','2',0.906053470384141,0.586094886835511,'2'
'2',-0.271643153070891,-0.383275909246684,'2',0.984869793847733,-0.347712711743813,-0.308643682291543,'2','2',0.945929821799912,'2','2',-0.488004456732962,-0.0399964306488442,'2'
'2',1.40085610599615,-0.359164685152133,'2',0.170374998296471,1.6600008539736,-0.236592398587969,'2','2',1.35720365736509,'1','2',-0.0175099063309392,0.122380410121164,'2'
'2',0.875305377281625,-0.385230873362459,'2',0.170374998296471,-0.347712711743813,-0.323053939032258,'2','2',0.945929821799912,'1','2',-1.06886192636509,0.393008478071177,'2'
'2',-0.405443093796255,-0.114794170680324,'1',0.170374998296471,-0.347712711743813,-0.325215477543365,'1','1',-0.493528602678215,'2','1',0.325196000752015,-0.195271683820164,'1'
'1',0.757587160201137,-0.381972599836168,'2',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','1',-0.493528602678215,'1','2',-0.627410249444672,-0.195271683820164,'1'
'1',1.9366991378434,-0.323323676362934,'2',0.170374998296471,-0.347712711743813,-0.287028297180471,'2','2',0.945929821799912,'1','2',-1.06886192636509,0.380532716073481,'2'
'1',0.275135450854874,-0.2646747528897,'2',1.52786632421524,1.6600008539736,0.123664019929901,'2','2',1.35720365736509,'2','2',-0.0175099063309392,-0.195271683820164,'2'
'2',-1.72092808794707,-0.361119649267907,'2',0.441873263480225,-0.347712711743813,-0.3057616309434,'1','2',-0.287891684895625,'1','2',1.37073944608984,-0.140954135430197,'1'
'1',2.01710775606778,-0.383601736599313,'2',0.984869793847733,-0.347712711743813,-0.323774451869294,'2','2',2.38538824627804,'1','2',-1.06886192636509,0.112207865723042,'2'
'2',0.125253786484635,-0.2646747528897,'2',0.170374998296471,-0.347712711743813,-0.3057616309434,'1','1',-0.493528602678215,'1','2',0.20902450682559,-0.168400811825127,'1'
'1',-1.70548963324799,-0.385556700715088,'2',-0.644119797254789,-0.849641103173166,-0.326656503217437,'2','1',-0.493528602678215,'1','2',-0.488004456732962,-0.0110142758541975,'2'
'2',-1.72157135689286,-0.385882528067717,'1',-1.45861459280605,-0.347712711743813,0.455099924966342,'2','2',1.1515667395825,'2','2',-0.139489974953686,-0.195079749020199,'2'
'1',-0.142989363911887,-0.346131591046969,'2',-0.372621532071036,-0.347712711743813,-0.315848810661901,'2','2',1.97411441071286,'2','2',-0.371832962806536,-0.0864446522402648,'2'
'1',-0.395150790663534,-0.385230873362459,'1',0.713371528663979,-1.35156949460252,-0.325935990380401,'1','1',-0.493528602678215,'1','2',0.44136749467844,-0.195271683820164,'1'
'2',-0.153924935990403,-0.342873317520679,'1',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','1',-0.493528602678215,'1','2',-8.41822419753798e-05,-0.195271683820164,'1'
'1',-1.56461373411888,-0.298560797563124,'1',0.170374998296471,-0.347712711743813,-0.265412912069399,'1','1',-0.493528602678215,'1','1',-0.604175950659387,-0.195271683820164,'1'
'2',0.897176521438656,-0.114794170680324,'2',-1.7301128579898,-1.85349788603187,-0.326656503217437,'2','1',-0.493528602678215,'1','2',-0.313747215843324,-0.195079749020199,'1'
'1',0.730569864477746,1.05166775173177,'2',0.170374998296471,-0.347712711743813,-0.236592398587969,'1','1',-0.493528602678215,'1','2',-0.139489974953686,-0.195271683820164,'1'
'2',-0.475559408887912,-0.196251008837594,'2',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','2',0.123382150669554,'1','2',0.964139217347354,-0.0476738226474261,'1'
'2',0.789750607490888,-0.355906411625842,'2',-0.101123266887282,-0.347712711743813,-0.279823168810114,'2','2',2.38538824627804,'1','2',0.325196000752015,0.688971939616509,'2'
'2',-0.0786624693323855,-0.385230873362459,'2',0.170374998296471,-0.347712711743813,-0.221461629010219,'2','2',0.534655986234733,'2','2',0.743413378887146,-0.195271683820164,'2'
'1',1.22910329746889,-0.385882528067717,'2',0.170374998296471,-0.347712711743813,1.38456148474245,'2','2',1.1515667395825,'2','2',1.23133365337813,0.602985149232391,'2'
'2',-0.469769988375756,-0.383601736599313,'1',-0.915618062438543,1.6600008539736,0.274971715707406,'2','1',-0.493528602678215,'2','2',-0.255661468880111,-0.195271683820164,'1'
'1',-0.303806600360642,-0.346131591046969,'1',-1.7301128579898,-1.85349788603187,-0.0924898311808212,'1','1',-0.493528602678215,'1','2',0.557538988604866,-0.195271683820164,'1'
'2',-0.523804579822538,-0.271517127294911,'1',-1.7301128579898,-1.85349788603187,-0.326656503217437,'1','1',-0.493528602678215,'2','2',-0.0233184810272604,-0.195079749020199,'1'
'2',2.38698739989992,-0.380343463073023,'2',1.79936458939899,1.6600008539736,-0.200566756736182,'2','2',1.35720365736509,'2','2',-1.06886192636509,-0.00333688385561553,'2'
'1',-1.62894062869838,-0.346131591046969,'2',0.984869793847733,-0.347712711743813,-0.308643682291543,'1','2',-0.287891684895625,'1','2',-0.441535859162392,-0.176462073423638,'1'
'1',2.68224784601983,-0.381972599836168,'2',0.713371528663979,2.16192924540295,-0.326656503217437,'2','2',2.38538824627804,'1','2',-1.06886192636509,0.452700200860151,'2'
'2',3.2020091542222,0.339409158884611,'2',0.713371528663979,2.16192924540295,0.591997364003132,'2','2',-0.287891684895625,'2','2',-1.06886192636509,-0.174350790624028,'2'
'1',-0.710995843048888,0.549893628682995,'2',0.984869793847733,-0.347712711743813,-0.265412912069399,'1','1',-0.493528602678215,'1','2',-0.371832962806536,-0.195271683820164,'1'
'2',0.50542573344949,-0.385556700715088,'2',-1.45861459280605,0.154215679685541,-0.236592398587969,'2','1',-0.493528602678215,'2','2',-8.41822419753798e-05,-0.195271683820164,'1'
'1',1.31530133620542,-0.384253391304571,'2',0.713371528663979,0.154215679685541,-0.279823168810114,'2','2',0.740292904017322,'1','2',1.10935358475539,9.61259659436824,'2'
'2',-0.2446258573475,-0.386860010125604,'2',0.170374998296471,-0.347712711743813,-0.326656503217437,'1','1',-0.493528602678215,'1','3',-8.41822419753798e-05,-0.195271683820164,'2'
